SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,KMA_LAT,KMA_LON,KMA_CAT,KMA_WIND,KMA_PRES,KMA_R50_DIR,KMA_R50_LONG,KMA_R50_SHORT,KMA_R30_DIR,KMA_R30_LONG,KMA_R30_SHORT,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
2024178N09335,2024,28,NA,NA,BERYL,2024-06-27 03:00:00,DS,10.0,-32.0, , , ,PROVISIONAL,1660,1655,P______________, ,AL022024,10.0,-32.0, ,DB,25,1012,-3, , , , , , , , , , , , ,1013,75,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,270
2024178N09335,2024,28,NA,NA,BERYL,2024-06-27 06:00:00,DS,10.0,-32.5, , , ,PROVISIONAL,1655,1625,O______________,nhc_working_bt,AL022024,10.0,-32.5, ,DB,25,1012,-3, , , , , , , , , , , , ,1013,75,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,265
2024178N09335,2024,28,NA,NA,BERYL,2024-06-27 09:00:00,DS,10.0,-33.1, , , ,PROVISIONAL,1625,1581,P______________, ,AL022024,10.0,-33.1, ,DB,25,1012,-3, , , , , , , , , , , , ,1013,75,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,265
2024178N09335,2024,28,NA,NA,BERYL,2024-06-27 12:00:00,DS,9.9,-33.8, , , ,PROVISIONAL,1581,1535,O______________,nhc_working_bt,AL022024,9.9,-33.8, ,DB,25,1011,-3, , , , , , , , , , , , ,1013,75,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,265
2024178N09335,2024,28,NA,NA,BERYL,2024-06-27 15:00:00,DS,9.8,-34.6, , , ,PROVISIONAL,1535,1493,P______________, ,AL022024,9.8,-34.6, ,DB,25,1010,-3, , , , , , , , , , , , ,1012,113,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,265
2024178N09335,2024,28,NA,NA,BERYL,2024-06-27 18:00:00,DS,9.7,-35.4, , , ,PROVISIONAL,1493,1462,O______________,nhc_working_bt,AL022024,9.7,-35.4, ,DB,25,1009,-3, , , , , , , , , , , , ,1011,150,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,260
2024178N09335,2024,28,NA,NA,BERYL,2024-06-27 21:00:00,DS,9.6,-36.0, , , ,PROVISIONAL,1462,1434,P______________, ,AL022024,9.6,-36.0, ,DB,25,1009,-3, , , , , , , , , , , , ,1012,150,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,260
2024178N09335,2024,28,NA,NA,BERYL,2024-06-28 00:00:00,DS,9.5,-36.6, , , ,PROVISIONAL,1434,1408,O______________,nhc_working_bt,AL022024,9.5,-36.6, ,DB,25,1009,-3, , , , , , , , , , , , ,1012,150,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,35, , , , , , , , , ,13,260
2024178N09335,2024,28,NA,NA,BERYL,2024-06-28 03:00:00,DS,9.4,-37.3, , , ,PROVISIONAL,1405,1370,P______________, ,AL022024,9.4,-37.3, ,DB,28,1009,-3, , , , , , , , , , , , ,1012,150,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,260
2024178N09335,2024,28,NA,NA,BERYL,2024-06-28 06:00:00,DS,9.2,-38.0, , , ,PROVISIONAL,1370,1340,O______________,nhc_working_bt,AL022024,9.2,-38.0, ,DB,30,1008,-3, , , , , , , , , , , , ,1012,150,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,14,255
2024178N09335,2024,28,NA,NA,BERYL,2024-06-28 09:00:00,DS,9.0,-38.7, , , ,PROVISIONAL,1339,1315,P______________, ,AL022024,9.0,-38.7, ,DB,30,1008,-3, , , , , , , , , , , , ,1012,150,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,260
2024178N09335,2024,28,NA,NA,BERYL,2024-06-28 12:00:00,DS,8.9,-39.4, , , ,PROVISIONAL,1315,1281,O______________,nhc_working_bt,AL022024,8.9,-39.4, ,DB,30,1007,-3, , , , , , , , , , , , ,1012,150,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,15,265
2024178N09335,2024,28,NA,NA,BERYL,2024-06-28 15:00:00,DS,8.9,-40.2, , , ,PROVISIONAL,1276,1253,P______________, ,AL022024,8.9,-40.2, ,DB,30,1007,-3, , , , , , , , , , , , ,1012,150,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,275
2024178N09335,2024,28,NA,NA,BERYL,2024-06-28 18:00:00,TS,9.0,-41.0, , , ,PROVISIONAL,1253,1179,O______________,nhc_working_bt,AL022024,9.0,-41.0, ,TD,30,1007,-1, , , , , , , , , , , , ,1011,150,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40, , , , , , , , , ,16,275
2024178N09335,2024,28,NA,NA,BERYL,2024-06-28 21:00:00,TS,9.1,-41.8, , , ,PROVISIONAL,1179,1097,P______________, ,AL022024,9.1,-41.8, ,TD,33,1007,-1, , , , , , , , , , , , ,1011,150,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17,275
2024178N09335,2024,28,NA,NA,BERYL,2024-06-29 00:00:00,TS,9.2,-42.7, , , ,PROVISIONAL,1097,1024,O______________,nhc_working_bt,AL022024,9.2,-42.7, ,TS,35,1006,0,40,0,0,40, , , , , , , , ,1011,150,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45, , , , , , , , , ,18,285
2024178N09335,2024,28,NA,NA,BERYL,2024-06-29 03:00:00,TS,9.5,-43.6, , , ,PROVISIONAL,1030,964,P______________, ,AL022024,9.5,-43.6, ,TS,38,1005,0,40,0,0,40, , , , , , , , ,1011,150,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19,285
2024178N09335,2024,28,NA,NA,BERYL,2024-06-29 06:00:00,TS,9.7,-44.6, , , ,PROVISIONAL,955,872,O______________,nhc_working_bt,AL022024,9.7,-44.6, ,TS,40,1003,0,40,0,0,40, , , , , , , , ,1011,150,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50, , , , ,12,60, , ,60,22,280
2024178N09335,2024,28,NA,NA,BERYL,2024-06-29 09:00:00,TS,9.8,-45.8, , , ,PROVISIONAL,865,791,P______________, ,AL022024,9.8,-45.8, ,TS,48,1001,0,40,0,0,40, , , , , , , , ,1011,150,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,68, , ,68,23,275
2024178N09335,2024,28,NA,NA,BERYL,2024-06-29 12:00:00,TS,9.8,-46.9, , , ,PROVISIONAL,784,742,O______________,nhc_working_bt,AL022024,9.8,-46.9, ,TS,55,998,0,40,0,0,40,20,0,0,0, , , , ,1011,150,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,65, , , , ,12,75, , ,75,19,275
2024178N09335,2024,28,NA,NA,BERYL,2024-06-29 15:00:00,TS,9.9,-47.7, , , ,PROVISIONAL,742,702,P______________, ,AL022024,9.9,-47.7, ,TS,58,997,0,45,15,10,40,20,0,0,10, , , , ,1011,150,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,75, , ,75,16,275
2024178N09335,2024,28,NA,NA,BERYL,2024-06-29 18:00:00,TS,10.0,-48.5, , , ,PROVISIONAL,702,658,O______________,nhc_working_bt,AL022024,10.0,-48.5, ,TS,60,995,0,50,30,20,40,20,0,0,20, , , , ,1011,150,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,75, , , , ,12,75, , ,75,16,275
2024178N09335,2024,28,NA,NA,BERYL,2024-06-29 21:00:00,TS,10.1,-49.4, , , ,PROVISIONAL,652,619,P______________, ,AL022024,10.1,-49.4, ,TS,65,992,1,55,30,25,40,25,10,8,23,7, , ,7,1012,150,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,83, , ,83,18,275
2024178N09335,2024,28,NA,NA,BERYL,2024-06-30 00:00:00,TS,10.2,-50.3, , , ,PROVISIONAL,614,587,O______________,nhc_working_bt,AL022024,10.2,-50.3, ,HU,70,989,1,60,30,30,40,30,20,15,25,15,0,0,15,1012,150,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,90, , , , ,12,90,15,15,90,19,280
2024178N09335,2024,28,NA,NA,BERYL,2024-06-30 03:00:00,TS,10.4,-51.2, , , ,PROVISIONAL,597,564,P______________, ,AL022024,10.4,-51.2, ,HU,78,985,1,65,35,30,45,30,20,15,28,15,5,0,15,1012,150,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,90,23,23,90,19,280
2024178N09335,2024,28,NA,NA,BERYL,2024-06-30 06:00:00,TS,10.5,-52.2, , , ,PROVISIONAL,560,529,O______________,nhc_working_bt,AL022024,10.5,-52.2, ,HU,85,980,2,70,40,30,50,30,20,15,30,15,10,0,15,1012,150,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100, , , , ,12,90,30,30,90,18,275
2024178N09335,2024,28,NA,NA,BERYL,2024-06-30 09:00:00,TS,10.5,-53.1, , , ,PROVISIONAL,529,526,P______________, ,AL022024,10.5,-53.1, ,HU,95,974,2,85,60,50,65,40,30,28,35,20,15,8,20,1012,150,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,113,38,30,105,18,275
2024178N09335,2024,28,NA,NA,BERYL,2024-06-30 12:00:00,TS,10.6,-54.0, , , ,PROVISIONAL,526,526,O______________,nhc_working_bt,AL022024,10.6,-54.0, ,HU,105,968,3,100,80,70,80,50,40,40,40,25,20,15,25,1012,150,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,130, , , , ,12,135,45,30,120,17,275
2024178N09335,2024,28,NA,NA,BERYL,2024-06-30 15:00:00,TS,10.7,-54.9, , , ,PROVISIONAL,537,486,P______________, ,AL022024,10.7,-54.9, ,HU,110,964,3,100,80,70,80,50,40,40,40,25,20,15,25,1012,150,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,135,68,45,120,17,280
